Case ID,Date Filed,#,Docket Text,standard_clean,keep_allcaps_clean,,,,,,,
 1:16-cv-01215-AMD-SJB,2016-11-22,39,"Letter MOTION for Extension of Time to Complete Discovery , depositions of the principals by Cardiogenics Holdings, Inc.. (Attachments: # 1 Exhibit eX. a) (Kogan, Simon) (Entered: 11/22/2016)","['letter', 'motion', 'extension', 'time', 'complete', 'discovery', 'depositions', 'principals', 'cardiogenics', 'hold', 'inc', 'attachments', '1', 'exhibit', 'ex', 'a', 'kogan', 'simon', 'enter', '11222016']","['letter', 'MOTION', 'extension', 'time', 'complete', 'discovery', 'depositions', 'principals', 'cardiogenics', 'hold', 'inc', 'attachments', '1', 'exhibit', 'ex', 'a', 'kogan', 'simon', 'enter', '11222016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-11-28,,"ORDER granting 39 Motion for Extension of Time to Complete Discovery. The depositions of the principals must be completed on or before 12/7/2016. No further extensions will be granted absent unforeseen, exigent circumstances. Ordered by Magistrate Judge Vera M. Scanlon on 11/28/2016. (Gersovitz, Ryan). (Entered: 11/28/2016)","['order', 'grant', '39', 'motion', 'extension', 'time', 'complete', 'discovery', 'depositions', 'principals', 'must', 'complete', '1272016', 'extensions', 'grant', 'absent', 'unforeseen', 'exigent', 'circumstances', 'order', 'magistrate', 'judge', 'vera', 'm', 'scanlon', '11282016', 'gersovitz', 'ryan', 'enter', '11282016']","['ORDER', 'grant', '39', 'motion', 'extension', 'time', 'complete', 'discovery', 'depositions', 'principals', 'must', 'complete', '1272016', 'extensions', 'grant', 'absent', 'unforeseen', 'exigent', 'circumstances', 'order', 'magistrate', 'judge', 'vera', 'M', 'scanlon', '11282016', 'gersovitz', 'ryan', 'enter', '11282016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-11-28,40,"Letter Regarding Conference by LG Capital Funding, LLC (Attachments: # 1 Exhibit A - Plaintiff's Notice, # 2 Exhibit B - Defendant's First Notice, # 3 Exhibit C - Email Exchange, # 4 Exhibit D - Defendant's Second Notice, # 5 Exhibit E - Defendant's Third Notice with Plaintiff's Highlights) (Kehrli, Kevin) (Entered: 11/28/2016)","['letter', 'regard', 'conference', 'lg', 'capital', 'fund', 'llc', 'attachments', '1', 'exhibit', 'plaintiffs', 'notice', '2', 'exhibit', 'b', 'defendants', 'first', 'notice', '3', 'exhibit', 'c', 'email', 'exchange', '4', 'exhibit', 'defendants', 'second', 'notice', '5', 'exhibit', 'e', 'defendants', 'third', 'notice', 'plaintiffs', 'highlight', 'kehrli', 'kevin', 'enter', '11282016']","['letter', 'regard', 'conference', 'LG', 'capital', 'fund', 'LLC', 'attachments', '1', 'exhibit', 'A', 'plaintiffs', 'notice', '2', 'exhibit', 'B', 'defendants', 'first', 'notice', '3', 'exhibit', 'C', 'email', 'exchange', '4', 'exhibit', 'D', 'defendants', 'second', 'notice', '5', 'exhibit', 'E', 'defendants', 'third', 'notice', 'plaintiffs', 'highlight', 'kehrli', 'kevin', 'enter', '11282016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-11-29,41,"Letter in response to plaintiff's November 28th letter by Cardiogenics Holdings, Inc. (Kogan, Simon) (Entered: 11/29/2016)","['letter', 'response', 'plaintiffs', 'november', '28th', 'letter', 'cardiogenics', 'hold', 'inc', 'kogan', 'simon', 'enter', '11292016']","['letter', 'response', 'plaintiffs', 'november', '28th', 'letter', 'cardiogenics', 'hold', 'inc', 'kogan', 'simon', 'enter', '11292016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-11-29,,"Minute Entry for proceedings held before Magistrate Judge Vera M. Scanlon:Telephone Conference held on 11/29/2016 in Room 504 North. Kevin Kehrli appearing for Plaintiff. Simon Kogan appearing for Defendants. See separate docket entry for Order issuing from this proceeding. (Tape #12:02-12:19.) (Quinlan, Krista) (Entered: 11/29/2016)","['minute', 'entry', 'proceed', 'hold', 'magistrate', 'judge', 'vera', 'm', 'scanlontelephone', 'conference', 'hold', '11292016', 'room', '504', 'north', 'kevin', 'kehrli', 'appear', 'plaintiff', 'simon', 'kogan', 'appear', 'defendants', 'see', 'separate', 'docket', 'entry', 'order', 'issue', 'proceed', 'tape', '12021219', 'quinlan', 'krista', 'enter', '11292016']","['minute', 'entry', 'proceed', 'hold', 'magistrate', 'judge', 'vera', 'M', 'scanlontelephone', 'conference', 'hold', '11292016', 'room', '504', 'north', 'kevin', 'kehrli', 'appear', 'plaintiff', 'simon', 'kogan', 'appear', 'defendants', 'see', 'separate', 'docket', 'entry', 'order', 'issue', 'proceed', 'tape', '12021219', 'quinlan', 'krista', 'enter', '11292016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-11-29,42,"SCHEDULING ORDER: As discussed during the 11/29/2016 conference (see attached order for additional detail and deadlines), on or before 2/3/2017, the Parties will file a joint status report letter confirming that discovery is complete. On or before 2/28/2017, the Parties will initiate any dispositive motions in accordance with the Individual Rules of the District Judge. On or before 3/28/2017, the Parties will file their joint Proposed Pretrial Order. Non party subpoena will be served on 12/13/2016. Counsel will consult to see if the subpoena are needed. Fact discovery closes on 1/31/2017 including non party discovery. Counsel will have clients discuss settlement possibilities in December. Ordered by Magistrate Judge Vera M. Scanlon on 11/29/2016. (Quinlan, Krista) (Entered: 11/29/2016)","['schedule', 'order', 'discuss', '11292016', 'conference', 'see', 'attach', 'order', 'additional', 'detail', 'deadlines', '232017', 'party', 'file', 'joint', 'status', 'report', 'letter', 'confirm', 'discovery', 'complete', '2282017', 'party', 'initiate', 'dispositive', 'motion', 'accordance', 'individual', 'rule', 'district', 'judge', '3282017', 'party', 'file', 'joint', 'propose', 'pretrial', 'order', 'non', 'party', 'subpoena', 'serve', '12132016', 'counsel', 'consult', 'see', 'subpoena', 'need', 'fact', 'discovery', 'close', '1312017', 'include', 'non', 'party', 'discovery', 'counsel', 'clients', 'discuss', 'settlement', 'possibilities', 'december', 'order', 'magistrate', 'judge', 'vera', 'm', 'scanlon', '11292016', 'quinlan', 'krista', 'enter', '11292016']","['SCHEDULINGORDER', 'discuss', '11292016', 'conference', 'see', 'attach', 'order', 'additional', 'detail', 'deadlines', '232017', 'party', 'file', 'joint', 'status', 'report', 'letter', 'confirm', 'discovery', 'complete', '2282017', 'party', 'initiate', 'dispositive', 'motion', 'accordance', 'individual', 'rule', 'district', 'judge', '3282017', 'party', 'file', 'joint', 'propose', 'pretrial', 'order', 'non', 'party', 'subpoena', 'serve', '12132016', 'counsel', 'consult', 'see', 'subpoena', 'need', 'fact', 'discovery', 'close', '1312017', 'include', 'non', 'party', 'discovery', 'counsel', 'clients', 'discuss', 'settlement', 'possibilities', 'december', 'order', 'magistrate', 'judge', 'vera', 'M', 'scanlon', '11292016', 'quinlan', 'krista', 'enter', '11292016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-11-30,,"ORDER directing Plaintiff to respond to Defendant's letter at 41 by 12/2/2016. Ordered by Magistrate Judge Vera M. Scanlon on 11/30/2016. (Gersovitz, Ryan) (Entered: 11/30/2016)","['order', 'direct', 'plaintiff', 'respond', 'defendants', 'letter', '41', '1222016', 'order', 'magistrate', 'judge', 'vera', 'm', 'scanlon', '11302016', 'gersovitz', 'ryan', 'enter', '11302016']","['ORDER', 'direct', 'plaintiff', 'respond', 'defendants', 'letter', '41', '1222016', 'order', 'magistrate', 'judge', 'vera', 'M', 'scanlon', '11302016', 'gersovitz', 'ryan', 'enter', '11302016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-11-30,43,"Letter Reply by LG Capital Funding, LLC (Attachments: # 1 Exhibit A - Fourth Notice) (Kehrli, Kevin) (Entered: 11/30/2016)","['letter', 'reply', 'lg', 'capital', 'fund', 'llc', 'attachments', '1', 'exhibit', 'fourth', 'notice', 'kehrli', 'kevin', 'enter', '11302016']","['letter', 'reply', 'LG', 'capital', 'fund', 'LLC', 'attachments', '1', 'exhibit', 'A', 'fourth', 'notice', 'kehrli', 'kevin', 'enter', '11302016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-12-05,44,"Letter MOTION for Sanctions by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 12/05/2016)","['letter', 'motion', 'sanction', 'lg', 'capital', 'fund', 'llc', 'kehrli', 'kevin', 'enter', '12052016']","['letter', 'MOTION', 'sanction', 'LG', 'capital', 'fund', 'LLC', 'kehrli', 'kevin', 'enter', '12052016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-12-06,,"ORDER directing Defendant to respond to Plaintiff's letter motion at 44 by 12/13/2016. Ordered by Magistrate Judge Vera M. Scanlon on 12/6/2016. (Gersovitz, Ryan) (Entered: 12/06/2016)","['order', 'direct', 'defendant', 'respond', 'plaintiffs', 'letter', 'motion', '44', '12132016', 'order', 'magistrate', 'judge', 'vera', 'm', 'scanlon', '1262016', 'gersovitz', 'ryan', 'enter', '12062016']","['ORDER', 'direct', 'defendant', 'respond', 'plaintiffs', 'letter', 'motion', '44', '12132016', 'order', 'magistrate', 'judge', 'vera', 'M', 'scanlon', '1262016', 'gersovitz', 'ryan', 'enter', '12062016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-12-06,45,"Letter MOTION for Discovery re: Update and Request for Order by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 12/06/2016)","['letter', 'motion', 'discovery', 're', 'update', 'request', 'order', 'lg', 'capital', 'fund', 'llc', 'kehrli', 'kevin', 'enter', '12062016']","['letter', 'MOTION', 'discovery', 're', 'update', 'request', 'order', 'LG', 'capital', 'fund', 'LLC', 'kehrli', 'kevin', 'enter', '12062016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-12-06,,"ORDER granting in part and denying in part 45 Motion for Discovery. In light of Defendant's counsel's recent hospitalization, the deposition schedule is suspended. Counsel should confer as soon as possible regarding scheduling of remaining depositions. Counsel is directed to submit a joint letter by 1/6/2017 with a proposed schedule to conduct remaining depositions. NOTE: Defendant's response to 44 must be filed on or before this deadline, NOT on or before 12/13/2016. Ordered by Magistrate Judge Vera M. Scanlon on 12/6/2016. (Gersovitz, Ryan) Modified on 12/7/2016 (Gersovitz, Ryan). (Entered: 12/06/2016)","['order', 'grant', 'part', 'deny', 'part', '45', 'motion', 'discovery', 'light', 'defendants', 'counsel', 'recent', 'hospitalization', 'deposition', 'schedule', 'suspend', 'counsel', 'confer', 'soon', 'possible', 'regard', 'schedule', 'remain', 'depositions', 'counsel', 'direct', 'submit', 'joint', 'letter', '162017', 'propose', 'schedule', 'conduct', 'remain', 'depositions', 'note', 'defendants', 'response', '44', 'must', 'file', 'deadline', '12132016', 'order', 'magistrate', 'judge', 'vera', 'm', 'scanlon', '1262016', 'gersovitz', 'ryan', 'modify', '1272016', 'gersovitz', 'ryan', 'enter', '12062016']","['ORDER', 'grant', 'part', 'deny', 'part', '45', 'motion', 'discovery', 'light', 'defendants', 'counsel', 'recent', 'hospitalization', 'deposition', 'schedule', 'suspend', 'counsel', 'confer', 'soon', 'possible', 'regard', 'schedule', 'remain', 'depositions', 'counsel', 'direct', 'submit', 'joint', 'letter', '162017', 'propose', 'schedule', 'conduct', 'remain', 'depositions', 'NOTE', 'defendants', 'response', '44', 'must', 'file', 'deadline', 'NOT', '12132016', 'order', 'magistrate', 'judge', 'vera', 'M', 'scanlon', '1262016', 'gersovitz', 'ryan', 'modify', '1272016', 'gersovitz', 'ryan', 'enter', '12062016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2016-12-09,46,"NOTICE OF FILING OF OFFICIAL TRANSCRIPT of Proceedings held on August 29, 2016, before Judge Ann M. Donnelly. Court Reporter/Transcriber Georgette K. Betts, Telephone number 718-804-277. Email address: georgetteb25@gmail.com. Transcript may be viewed at the court public terminal or purchased through the Court Reporter/Transcriber before the deadline for Release of Transcript Restriction. After that date it may be obtained through PACER.File redaction request using event ""Redaction Request - Transcript"" located under ""Other Filings - Other Documents"". Redaction Request due 12/30/2016. Redacted Transcript Deadline set for 1/9/2017. Release of Transcript Restriction set for 3/9/2017. (Betts, Georgette) (Entered: 12/09/2016)","['notice', 'file', 'official', 'transcript', 'proceed', 'hold', 'august', '29', '2016', 'judge', 'ann', 'm', 'donnelly', 'court', 'reportertranscriber', 'georgette', 'k', 'betts', 'telephone', 'number', '718804277', 'email', 'address', 'georgetteb25gmailcom', 'transcript', 'may', 'view', 'court', 'public', 'terminal', 'purchase', 'court', 'reportertranscriber', 'deadline', 'release', 'transcript', 'restriction', 'date', 'may', 'obtain', 'pacerfile', 'redaction', 'request', 'use', 'event', 'redaction', 'request', 'transcript', 'locate', 'other', 'file', 'document', 'redaction', 'request', 'due', '12302016', 'redact', 'transcript', 'deadline', 'set', '192017', 'release', 'transcript', 'restriction', 'set', '392017', 'betts', 'georgette', 'enter', '12092016']","['NOTICEOFFILINGOFOFFICIALTRANSCRIPT', 'proceed', 'hold', 'august', '29', '2016', 'judge', 'ann', 'M', 'donnelly', 'court', 'reportertranscriber', 'georgette', 'K', 'betts', 'telephone', 'number', '718804277', 'email', 'address', 'georgetteb25gmailcom', 'transcript', 'may', 'view', 'court', 'public', 'terminal', 'purchase', 'court', 'reportertranscriber', 'deadline', 'release', 'transcript', 'restriction', 'date', 'may', 'obtain', 'pacerfile', 'redaction', 'request', 'use', 'event', 'redaction', 'request', 'transcript', 'locate', 'other', 'file', 'document', 'redaction', 'request', 'due', '12302016', 'redact', 'transcript', 'deadline', 'set', '192017', 'release', 'transcript', 'restriction', 'set', '392017', 'betts', 'georgette', 'enter', '12092016']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-01-06,47,"Letter regarding the Status of this Action by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 01/06/2017)","['letter', 'regard', 'status', 'action', 'lg', 'capital', 'fund', 'llc', 'kehrli', 'kevin', 'enter', '01062017']","['letter', 'regard', 'status', 'action', 'LG', 'capital', 'fund', 'LLC', 'kehrli', 'kevin', 'enter', '01062017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-03-31,,"SCHEDULING ORDER: A Telephone Conference is set for 5/26/2017 at 02:00 PM in Courtroom 504 North before Magistrate Judge Vera M. Scanlon. If Mr. Kogan is able to participate, he should contact Chambers as soon as possible at (718) 613-2300. If Mr. Kogan is not able to participate, a representative from Defendant is to participate. Ordered by Magistrate Judge Vera M. Scanlon on 3/31/2017. (Gersovitz, Ryan) (Entered: 03/31/2017)","['schedule', 'order', 'telephone', 'conference', 'set', '5262017', '0200', 'pm', 'courtroom', '504', 'north', 'magistrate', 'judge', 'vera', 'm', 'scanlon', 'mr', 'kogan', 'able', 'participate', 'contact', 'chamber', 'soon', 'possible', '718', '6132300', 'mr', 'kogan', 'able', 'participate', 'representative', 'defendant', 'participate', 'order', 'magistrate', 'judge', 'vera', 'm', 'scanlon', '3312017', 'gersovitz', 'ryan', 'enter', '03312017']","['SCHEDULINGORDERA', 'telephone', 'conference', 'set', '5262017', '0200', 'PM', 'courtroom', '504', 'north', 'magistrate', 'judge', 'vera', 'M', 'scanlon', 'mr', 'kogan', 'able', 'participate', 'contact', 'chamber', 'soon', 'possible', '718', '6132300', 'mr', 'kogan', 'able', 'participate', 'representative', 'defendant', 'participate', 'order', 'magistrate', 'judge', 'vera', 'M', 'scanlon', '3312017', 'gersovitz', 'ryan', 'enter', '03312017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-05-15,48,"NOTICE of Appearance by Chris Han on behalf of LG Capital Funding, LLC (aty to be noticed) (Han, Chris) (Entered: 05/15/2017)","['notice', 'appearance', 'chris', 'han', 'behalf', 'lg', 'capital', 'fund', 'llc', 'aty', 'notice', 'han', 'chris', 'enter', '05152017']","['NOTICE', 'appearance', 'chris', 'han', 'behalf', 'LG', 'capital', 'fund', 'LLC', 'aty', 'notice', 'han', 'chris', 'enter', '05152017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-05-26,49,"Letter follow up to telephone conference regarding status of Attorney Kogan by LG Capital Funding, LLC (Attachments: # 1 Exhibit A, # 2 Exhibit B, # 3 Exhibit C) (Steinmetz, Michael) (Entered: 05/26/2017)","['letter', 'follow', 'telephone', 'conference', 'regard', 'status', 'attorney', 'kogan', 'lg', 'capital', 'fund', 'llc', 'attachments', '1', 'exhibit', 'a', '2', 'exhibit', 'b', '3', 'exhibit', 'c', 'steinmetz', 'michael', 'enter', '05262017']","['letter', 'follow', 'telephone', 'conference', 'regard', 'status', 'attorney', 'kogan', 'LG', 'capital', 'fund', 'LLC', 'attachments', '1', 'exhibit', 'A', '2', 'exhibit', 'B', '3', 'exhibit', 'C', 'steinmetz', 'michael', 'enter', '05262017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-05-26,,"Minute Entry for proceedings held before Magistrate Judge Vera M. Scanlon:Telephone Conference held on 5/26/2017 in Room 504 North. Michael Steinmetz appearing for Plaintiff. No appearance for Defendants. See separate docket entry for Order issuing from this proceeding. (Tape #2:05-2:26.) (Quinlan, Krista) Modified on 5/30/2017 to update attorney appearance. (Quinlan, Krista). (Entered: 05/30/2017)","['minute', 'entry', 'proceed', 'hold', 'magistrate', 'judge', 'vera', 'm', 'scanlontelephone', 'conference', 'hold', '5262017', 'room', '504', 'north', 'michael', 'steinmetz', 'appear', 'plaintiff', 'appearance', 'defendants', 'see', 'separate', 'docket', 'entry', 'order', 'issue', 'proceed', 'tape', '205226', 'quinlan', 'krista', 'modify', '5302017', 'update', 'attorney', 'appearance', 'quinlan', 'krista', 'enter', '05302017']","['minute', 'entry', 'proceed', 'hold', 'magistrate', 'judge', 'vera', 'M', 'scanlontelephone', 'conference', 'hold', '5262017', 'room', '504', 'north', 'michael', 'steinmetz', 'appear', 'plaintiff', 'appearance', 'defendants', 'see', 'separate', 'docket', 'entry', 'order', 'issue', 'proceed', 'tape', '205226', 'quinlan', 'krista', 'modify', '5302017', 'update', 'attorney', 'appearance', 'quinlan', 'krista', 'enter', '05302017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-05-26,50,"ORDER denying 44 Motion for Sanctions. STATUS REPORT ORDER: As discussed during the 5/26/2017 conference (see attached order for additional detail and deadlines), given Defendant's counsel's continuing nonappearance and no participation, which may be related to serious health issues, Defendant must retain new counsel who can participate. The action is stayed until 8/25/2017, by which time counsel must appear for the corporation. If counsel fails to appear, Plaintiff may move for a certificate of default and default judgment. The address and contact information for Defendant's CEO is: Y. Gawad, CEO, Cardiogenics Holdings, 6295 Northern Drive, Unit 8, Mississauga, Ontario, L4V1W8, Canada, office: 905-973-8501 extension 223; cell: 647-404-8501; email: ygawad@cardiogenices.com. Ordered by Magistrate Judge Vera M. Scanlon on 5/26/2017. (Quinlan, Krista) (Entered: 05/30/2017)","['order', 'deny', '44', 'motion', 'sanction', 'status', 'report', 'order', 'discuss', '5262017', 'conference', 'see', 'attach', 'order', 'additional', 'detail', 'deadlines', 'give', 'defendants', 'counsel', 'continue', 'nonappearance', 'participation', 'may', 'relate', 'serious', 'health', 'issue', 'defendant', 'must', 'retain', 'new', 'counsel', 'participate', 'action', 'stay', '8252017', 'time', 'counsel', 'must', 'appear', 'corporation', 'counsel', 'fail', 'appear', 'plaintiff', 'may', 'move', 'certificate', 'default', 'default', 'judgment', 'address', 'contact', 'information', 'defendants', 'ceo', 'be', 'y', 'gawad', 'ceo', 'cardiogenics', 'hold', '6295', 'northern', 'drive', 'unit', '8', 'mississauga', 'ontario', 'l4v1w8', 'canada', 'office', '9059738501', 'extension', '223', 'cell', '6474048501', 'email', 'ygawadcardiogenicescom', 'order', 'magistrate', 'judge', 'vera', 'm', 'scanlon', '5262017', 'quinlan', 'krista', 'enter', '05302017']","['ORDER', 'deny', '44', 'motion', 'sanction', 'STATUSREPORTORDER', 'discuss', '5262017', 'conference', 'see', 'attach', 'order', 'additional', 'detail', 'deadlines', 'give', 'defendants', 'counsel', 'continue', 'nonappearance', 'participation', 'may', 'relate', 'serious', 'health', 'issue', 'defendant', 'must', 'retain', 'new', 'counsel', 'participate', 'action', 'stay', '8252017', 'time', 'counsel', 'must', 'appear', 'corporation', 'counsel', 'fail', 'appear', 'plaintiff', 'may', 'move', 'certificate', 'default', 'default', 'judgment', 'address', 'contact', 'information', 'defendants', 'CEO', 'be', 'Y', 'gawad', 'CEO', 'cardiogenics', 'hold', '6295', 'northern', 'drive', 'unit', '8', 'mississauga', 'ontario', 'L4V1W8', 'canada', 'office', '9059738501', 'extension', '223', 'cell', '6474048501', 'email', 'ygawadcardiogenicescom', 'order', 'magistrate', 'judge', 'vera', 'M', 'scanlon', '5262017', 'quinlan', 'krista', 'enter', '05302017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-08-29,51,"SUMMONS Returned Executed by LG Capital Funding, LLC. Cardiogenics Holdings, Inc. served on 3/16/2016, answer due 5/17/2016. (Han, Chris) (Entered: 08/29/2017)","['summon', 'return', 'execute', 'lg', 'capital', 'fund', 'llc', 'cardiogenics', 'hold', 'inc', 'serve', '3162016', 'answer', 'due', '5172016', 'han', 'chris', 'enter', '08292017']","['SUMMONS', 'return', 'execute', 'LG', 'capital', 'fund', 'LLC', 'cardiogenics', 'hold', 'inc', 'serve', '3162016', 'answer', 'due', '5172016', 'han', 'chris', 'enter', '08292017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-08-29,52,"Request for Certificate of Default by LG Capital Funding, LLC (Attachments: # 1 Declaration of Chris Han, # 2 Exhibit Proposed Certificate of Default) (Han, Chris) (Entered: 08/29/2017)","['request', 'certificate', 'default', 'lg', 'capital', 'fund', 'llc', 'attachments', '1', 'declaration', 'chris', 'han', '2', 'exhibit', 'propose', 'certificate', 'default', 'han', 'chris', 'enter', '08292017']","['request', 'certificate', 'default', 'LG', 'capital', 'fund', 'LLC', 'attachments', '1', 'declaration', 'chris', 'han', '2', 'exhibit', 'propose', 'certificate', 'default', 'han', 'chris', 'enter', '08292017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-09-09,,"Case reassigned to Magistrate Judge Sanket J. Bulsara. Magistrate Judge Vera M. Scanlon no longer assigned to the case. Please download and review the Individual Practices of the assigned Judges, located on our website. Attorneys are responsible for providing courtesy copies to judges where their Individual Practices require such. (Mahoney, Brenna) (Entered: 09/09/2017)","['case', 'reassign', 'magistrate', 'judge', 'sanket', 'j', 'bulsara', 'magistrate', 'judge', 'vera', 'm', 'scanlon', 'longer', 'assign', 'case', 'please', 'download', 'review', 'individual', 'practice', 'assign', 'judge', 'locate', 'website', 'attorneys', 'responsible', 'provide', 'courtesy', 'copy', 'judge', 'individual', 'practice', 'require', 'such', 'mahoney', 'brenna', 'enter', '09092017']","['case', 'reassign', 'magistrate', 'judge', 'sanket', 'J', 'bulsara', 'magistrate', 'judge', 'vera', 'M', 'scanlon', 'longer', 'assign', 'case', 'please', 'download', 'review', 'individual', 'practice', 'assign', 'judge', 'locate', 'website', 'attorneys', 'responsible', 'provide', 'courtesy', 'copy', 'judge', 'individual', 'practice', 'require', 'such', 'mahoney', 'brenna', 'enter', '09092017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-10-10,53,"Clerk's ENTRY OF DEFAULT It appearing from the docket maintained in this action that defendant Cardiogenics Holdings, Inc. has failed to appear or otherwise defend this action, the default of defendant Cardiogenics Holdings, Inc. is hereby noted pursuant to Rule 55a of the Federal Rules of Civil Procedure. (Poveda, J.) (Entered: 10/10/2017)","['clerk', 'entry', 'default', 'appear', 'docket', 'maintain', 'action', 'defendant', 'cardiogenics', 'hold', 'inc', 'fail', 'appear', 'otherwise', 'defend', 'action', 'default', 'defendant', 'cardiogenics', 'hold', 'inc', 'hereby', 'note', 'pursuant', 'rule', '55a', 'federal', 'rule', 'civil', 'procedure', 'poveda', 'j', 'enter', '10102017']","['clerk', 'ENTRYOFDEFAULT', 'appear', 'docket', 'maintain', 'action', 'defendant', 'cardiogenics', 'hold', 'inc', 'fail', 'appear', 'otherwise', 'defend', 'action', 'default', 'defendant', 'cardiogenics', 'hold', 'inc', 'hereby', 'note', 'pursuant', 'rule', '55a', 'federal', 'rule', 'civil', 'procedure', 'poveda', 'J', 'enter', '10102017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-11-29,,"STATUS REPORT ORDER: Plaintiff obtained a certificate of default against Defendant on 10/10/2017, but has not indicated whether it intends to move for default judgment or otherwise communicated with the court since that date. Accordingly, Plaintiff is directed to file a status report on or before 12/13/2017 indicating how it intends to proceed in this case. SO Ordered by Magistrate Judge Sanket J. Bulsara on 11/29/2017. (Cardenas, Alex) (Entered: 11/29/2017)","['status', 'report', 'order', 'plaintiff', 'obtain', 'certificate', 'default', 'defendant', '10102017', 'indicate', 'whether', 'intend', 'move', 'default', 'judgment', 'otherwise', 'communicate', 'court', 'since', 'date', 'accordingly', 'plaintiff', 'direct', 'file', 'status', 'report', '12132017', 'indicate', 'intend', 'proceed', 'case', 'order', 'magistrate', 'judge', 'sanket', 'j', 'bulsara', '11292017', 'cardenas', 'alex', 'enter', '11292017']","['STATUSREPORTORDER', 'plaintiff', 'obtain', 'certificate', 'default', 'defendant', '10102017', 'indicate', 'whether', 'intend', 'move', 'default', 'judgment', 'otherwise', 'communicate', 'court', 'since', 'date', 'accordingly', 'plaintiff', 'direct', 'file', 'status', 'report', '12132017', 'indicate', 'intend', 'proceed', 'case', 'SO', 'order', 'magistrate', 'judge', 'sanket', 'J', 'bulsara', '11292017', 'cardenas', 'alex', 'enter', '11292017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-12-12,54,"STATUS REPORT by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 12/12/2017)","['status', 'report', 'lg', 'capital', 'fund', 'llc', 'kehrli', 'kevin', 'enter', '12122017']","['STATUSREPORT', 'LG', 'capital', 'fund', 'LLC', 'kehrli', 'kevin', 'enter', '12122017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-12-22,55,"MOTION for Default Judgment against Cardiogenics Holdings, Inc. by LG Capital Funding, LLC. (Attachments: # 1 Declaration Lerman Decl., # 2 Declaration Han Decl., # 3 Exhibit A in support of Han Decl., # 4 Exhibit B in support of Han Decl., # 5 Memorandum in Support of Default Judgment, # 6 Proposed Judgment) (Han, Chris) (Entered: 12/22/2017)","['motion', 'default', 'judgment', 'cardiogenics', 'hold', 'inc', 'lg', 'capital', 'fund', 'llc', 'attachments', '1', 'declaration', 'lerman', 'decl', '2', 'declaration', 'han', 'decl', '3', 'exhibit', 'support', 'han', 'decl', '4', 'exhibit', 'b', 'support', 'han', 'decl', '5', 'memorandum', 'support', 'default', 'judgment', '6', 'propose', 'judgment', 'han', 'chris', 'enter', '12222017']","['MOTION', 'default', 'judgment', 'cardiogenics', 'hold', 'inc', 'LG', 'capital', 'fund', 'LLC', 'attachments', '1', 'declaration', 'lerman', 'decl', '2', 'declaration', 'han', 'decl', '3', 'exhibit', 'A', 'support', 'han', 'decl', '4', 'exhibit', 'B', 'support', 'han', 'decl', '5', 'memorandum', 'support', 'default', 'judgment', '6', 'propose', 'judgment', 'han', 'chris', 'enter', '12222017']",,,,,,,
 1:16-cv-01215-AMD-SJB,2017-12-26,56,"DECLARATION re 55 MOTION for Default Judgment against Cardiogenics Holdings, Inc. by LG Capital Funding, LLC (Han, Chris) (Entered: 12/26/2017)","['declaration', '55', 'motion', 'default', 'judgment', 'cardiogenics', 'hold', 'inc', 'lg', 'capital', 'fund', 'llc', 'han', 'chris', 'enter', '12262017']","['DECLARATION', '55', 'MOTION', 'default', 'judgment', 'cardiogenics', 'hold', 'inc', 'LG', 'capital', 'fund', 'LLC', 'han', 'chris', 'enter', '12262017']",,,,,,,
