,Case ID,Date Filed,#,Docket Text,topics
35, 1:17-cv-01297-NGG-SJB,2017-12-04,,"Minute Entry for proceedings held before Magistrate Judge Sanket J. Bulsara: An in-person status conference hearing was held on 12/4/2017. Counsel for parties were present. (See separate docket entry for Order issuing from this proceeding.) (FTR Log #3:03-3:10 PM.) (Cardenas, Alex) (Entered: 12/05/2017)","[('Topic 4', 0.67044), ('Topic 1', 0.25373), ('Topic 7', 0.05169)]"
36, 1:17-cv-01297-NGG-SJB,2017-12-04,,"ORDER REFERRING CASE to Mediation. The parties having expressed a desire to reach an amicable resolution of this case, this case is referred to the EDNY Mediation Panel. For assistance with any questions about the mediation process or the selection of a mediator, counsel are invited to contact EDNY ADR Administrator Robyn Weinstein at (718) 613-2578. The mediation shall be completed by 2/2/2018. Selection of Mediator due by 12/29/2017. SO Ordered by Magistrate Judge Sanket J. Bulsara on 12/4/2017. (Cardenas, Alex) (Entered: 12/05/2017)","[('Topic 4', 0.67046), ('Topic 1', 0.25374), ('Topic 7', 0.05166)]"
37, 1:17-cv-01297-NGG-SJB,2017-12-04,,"SCHEDULING ORDER: The close of Fact Discovery shall be 2/9/2018, including Expert Discovery. The Parties are directed to initiate dispositive motion practice by 3/16/2018. SO Ordered by Magistrate Judge Sanket J. Bulsara on 12/4/2017. (Cardenas, Alex) (Entered: 12/05/2017)","[('Topic 4', 0.66939), ('Topic 1', 0.24898), ('Topic 9', 0.05749)]"
38, 1:17-cv-01297-NGG-SJB,2017-12-06,,"MEDIATION INSTRUCTIONS for Counsel are available at: https://www.nyed.uscourts.gov/adr-forms. Counsel are to select a mediator, schedule the first mediation session, and file the name of the mediator, date, time and place of the first mediation session via CM/ECF using the event Selection of Mediator. For a list of the EDNY Mediators and their qualifications, see the Court's website at https://www.nyed.uscourts.gov/adr/Mediation/displayAll.cfm. EDNY Mediators are compensated in accordance with EDNY Local Civil Rule 83.8(f)(1)[formerly EDNY Local Civil Rule 83.11(f)(1)]. The Confidentiality Stipulation must be signed at the mediation session by all participants, including the mediator, and sent via email to Robyn_Weinstein@nyed.uscourts.gov. The Confidentiality Stipulation is available at: https://www.nyed.uscourts.gov/adr-forms. Upon completion of the mediation, both parties must submit a Mediation Report which can be found at: https://www.nyed.uscourts.gov/adr-forms. The Mediation Report must be e-mailed to Robyn Weinstein at Robyn_Weinstein@nyed.uscourts.gov within two weeks following mediation session. (Weinstein, Robyn) (Entered: 12/06/2017)","[('Topic 4', 0.66939), ('Topic 1', 0.24898), ('Topic 9', 0.05749)]"
39, 1:17-cv-01297-NGG-SJB,2018-01-11,26.0,"NOTICE by LG Capital Funding, LLC Termination of Counsel (Han, Chris) Modified to Motion to Withdraw as Counsel on 1/12/2018 (Lee, Tiffeny). (Entered: 01/11/2018)","[('Topic 4', 0.67048), ('Topic 1', 0.25376), ('Topic 7', 0.05162)]"
40, 1:17-cv-01297-NGG-SJB,2018-02-09,27.0,"Letter MOTION for Extension of Time to Complete Discovery by PositiveID Corporation. (Uretsky, Jonathan) (Entered: 02/09/2018)","[('Topic 4', 0.6704), ('Topic 1', 0.25376), ('Topic 7', 0.05169)]"
41, 1:17-cv-01297-NGG-SJB,2018-02-12,,"ORDER: Motion for Extension of Time to Complete Discovery 27 is granted. The parties are directed to complete discovery by 3/9/2018. So Ordered by Magistrate Judge Sanket J. Bulsara on 2/12/2018. (Cardenas, Alex) (Entered: 02/12/2018)","[('Topic 4', 0.66948), ('Topic 1', 0.24884), ('Topic 9', 0.05754)]"
42, 1:17-cv-01297-NGG-SJB,2018-02-19,,"ORDER: Motion to Withdraw as Attorney 26 is granted. Attorney Chris Han is terminated. So Ordered by Magistrate Judge Sanket J. Bulsara on 2/19/2018. (Cardenas, Alex) (Entered: 02/19/2018)","[('Topic 4', 0.6704), ('Topic 1', 0.25376), ('Topic 7', 0.05169)]"
43, 1:17-cv-01297-NGG-SJB,2018-03-14,,"SELECTION OF MEDIATOR Cynthia Boyce selected as Mediator. The first mediation session took place on January 18, 2018. Upon completion of the mediation, both parties must submit a Mediation Report which can be found at: https://www.nyed.uscourts.gov/adr-forms. The Mediation Report must be e-mailed to Robyn Weinstein at Robyn_Weinstein@nyed.uscourts.gov within two weeks following mediation session.Report of Mediation due by 3/28/2018. (Weinstein, Robyn) (Entered: 03/14/2018)","[('Topic 4', 0.67042), ('Topic 1', 0.25376), ('Topic 7', 0.05168)]"
44, 1:17-cv-01297-NGG-SJB,2018-03-14,,"REPORT of Mediation unsettled. Both parties must submit a Mediation Report which can be found at: https://www.nyed.uscourts.gov/adr-forms. The Mediation Report must be e-mailed to Robyn Weinstein at Robyn_Weinstein@nyed.uscourts.gov within two weeks following mediation session.Mediation Report due by 3/28/2018. (Weinstein, Robyn) (Entered: 03/14/2018)","[('Topic 4', 0.67041), ('Topic 1', 0.25378), ('Topic 7', 0.05167)]"
45, 1:17-cv-01297-NGG-SJB,2018-03-15,,"SCHEDULING ORDER: An in person status conference will be held on 5/24/2018 at 4:00 P.M. in Courtroom 324N before Magistrate Judge Sanket J. Bulsara. So Ordered by Magistrate Judge Sanket J. Bulsara on 3/15/2018. (Manson, Eddie) (Entered: 03/15/2018)","[('Topic 4', 0.67051), ('Topic 1', 0.25371), ('Topic 7', 0.05163)]"
1, 1:16-cv-02752-KAM-JO,2016-05-31,1.0,"COMPLAINT against 5Barz International, Inc. filing fee $ 400, receipt number 0207-8647375 Was the Disclosure Statement on Civil Cover Sheet completed -YES,, filed by LG Capital Funding, LLC. (Attachments: # 1 Exhibit A, # 2 Exhibit B, # 3 Exhibit C, # 4 Exhibit D, # 5 Exhibit E, # 6 Exhibit F, # 7 Exhibit G, # 8 Civil Cover Sheet, # 9 Proposed Summons) (Kehrli, Kevin) (Entered: 05/31/2016)","[('Topic 4', 0.67044), ('Topic 1', 0.25375), ('Topic 7', 0.05167)]"
2, 1:16-cv-02752-KAM-JO,2016-05-31,2.0,"Unsigned Order to Show Cause for Preliminary Relief by LG Capital Funding, LLC (Attachments: # 1 Memorandum in Support, # 2 Exhibit A, # 3 Exhibit B, # 4 Exhibit C, # 5 Declaration in Support, # 6 Exhibit A, # 7 Exhibit B, # 8 Exhibit C, # 9 Exhibit D, # 10 Exhibit E, # 11 Exhibit F, # 12 Exhibit G, # 13 Exhibit H, # 14 Exhibit I, # 15 Exhibit J) (Kehrli, Kevin) (Entered: 05/31/2016)","[('Topic 4', 0.6704), ('Topic 1', 0.25374), ('Topic 7', 0.05171)]"
3, 1:16-cv-02752-KAM-JO,2016-06-01,,"Case Assigned to Judge Kiyo A. Matsumoto and Magistrate Judge James Orenstein. Please download and review the Individual Practices of the assigned Judges, located on our website. Attorneys are responsible for providing courtesy copies to judges where their Individual Practices require such. (Davis, Kimberly) (Entered: 06/01/2016)","[('Topic 4', 0.6694), ('Topic 1', 0.24904), ('Topic 9', 0.05741)]"
4, 1:16-cv-02752-KAM-JO,2016-06-01,3.0,"In accordance with Rule 73 of the Federal Rules of Civil Procedure and Local Rule 73.1, the parties are notified that if all parties consent a United States magistrate judge of this court is available to conduct all proceedings in this civil action including a (jury or nonjury) trial and to order the entry of a final judgment. Attached to the Notice is a blank copy of the consent form that should be filled out, signed and filed electronically only if all parties wish to consent. The form may also be accessed at the following link: http://www.uscourts.gov/uscourts/FormsAndFees/Forms/AO085.pdf. You may withhold your consent without adverse substantive consequences. Do NOT return or file the consent unless all parties have signed the consent. (Davis, Kimberly) (Entered: 06/01/2016)","[('Topic 4', 0.67044), ('Topic 1', 0.25363), ('Topic 7', 0.05178)]"
5, 1:16-cv-02752-KAM-JO,2016-06-01,4.0,"This attorney case opening filing has been checked for quality control. See the attachment for corrections that were made, if any. See corrections made on this case. (Davis, Kimberly) (Entered: 06/01/2016)","[('Topic 4', 0.67045), ('Topic 1', 0.25364), ('Topic 7', 0.05176)]"
6, 1:16-cv-02752-KAM-JO,2016-06-01,5.0,"Summons Issued as to 5Barz International, Inc.. (Davis, Kimberly) (Entered: 06/01/2016)","[('Topic 4', 0.6704), ('Topic 1', 0.25375), ('Topic 7', 0.0517)]"
7, 1:16-cv-02752-KAM-JO,2016-06-03,6.0,"ORDER TO SHOW CAUSE re [2-5] Declaration of Joseph Lerman in Support of Motion for Preliminary Injunction filed by LG Capital Funding, LLC. Show Cause Hearing set for July 7, 2016 at 2:00 P.M. in Courtroom 6C South before Judge Kiyo A. Matsumoto. See attached Order for service and briefing schedule. Ordered by Judge Kiyo A. Matsumoto on 6/3/2016. (McNulty, John) (Entered: 06/03/2016)","[('Topic 4', 0.67029), ('Topic 1', 0.25362), ('Topic 7', 0.05195)]"
8, 1:16-cv-02752-KAM-JO,2016-06-13,7.0,"AFFIDAVIT of Service for Signed Order to Show Cause; Declaration in Support and Exhibits; Memorandum of Law in Support and Exhibits; Summons; and Complaint served on 5Barz International, Inc. c/o Karissa Bland on June 8, 2016, filed by LG Capital Funding, LLC. (Attachments: # 1 Certificate of Service Additional Service by FedEx Overnight) (Kehrli, Kevin) (Entered: 06/13/2016)","[('Topic 4', 0.67041), ('Topic 1', 0.25379), ('Topic 7', 0.05165)]"
9, 1:16-cv-02752-KAM-JO,2016-06-22,8.0,"Letter to Defendant, submitted to the Court by request of Defendant by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 06/22/2016)","[('Topic 4', 0.67043), ('Topic 1', 0.25367), ('Topic 7', 0.05176)]"
10, 1:16-cv-02752-KAM-JO,2016-06-24,9.0,"Corporate Disclosure Statement by 5Barz International, Inc. (Schatz, Philip) (Entered: 06/24/2016)","[('Topic 4', 0.67045), ('Topic 1', 0.25379), ('Topic 7', 0.05162)]"
11, 1:16-cv-02752-KAM-JO,2016-06-24,10.0,"ANSWER to 1 Complaint, by 5Barz International, Inc.. (Schatz, Philip) (Entered: 06/24/2016)","[('Topic 4', 0.6704), ('Topic 1', 0.25377), ('Topic 7', 0.05169)]"
12, 1:16-cv-02752-KAM-JO,2016-06-24,11.0,"Letter Confirming Willingness to File Opposition to Order to Show Cause by 5Barz International, Inc. (Schatz, Philip) (Entered: 06/24/2016)","[('Topic 4', 0.66939), ('Topic 1', 0.24901), ('Topic 9', 0.05746)]"
13, 1:16-cv-02752-KAM-JO,2016-06-27,12.0,"SCHEDULING ORDER: Pursuant to Federal Rule of Civil Procedure 16(a), I order the parties to appear for an initial discovery planning conference on, August 1, 2016, at 10:30 a.m. in Courtroom 11D South of the United States Courthouse, 225 Cadman Plaza East, Brooklyn, New York. No later than July 28, 2016, the parties must submit, by means of electronic filing on the court's ECF (Electronic Case Filing) system, a joint proposed discovery plan. SEE ATTACHED ORDER. Ordered by Magistrate Judge James Orenstein on 6/27/2016. (Guy, Alicia) (Entered: 06/27/2016)","[('Topic 4', 0.67043), ('Topic 1', 0.25371), ('Topic 7', 0.05171)]"
14, 1:16-cv-02752-KAM-JO,2016-06-27,13.0,"RESPONSE TO ORDER TO SHOW CAUSE by 5Barz International, Inc. (Attachments: # 1 Declaration in Opposition, # 2 Exhibit 1 to Declaration, # 3 Exhibit 2 to Declaration, # 4 Exhibit 3 to Declaration) (Sherman, Mary) (Entered: 06/27/2016)","[('Topic 4', 0.67041), ('Topic 1', 0.25379), ('Topic 7', 0.05166)]"
15, 1:16-cv-02752-KAM-JO,2016-06-27,14.0,"NOTICE of Change of Firm Address and Name by Mary Katherine Sherman and Philip R. Schatz (Sherman, Mary) (Entered: 06/27/2016)","[('Topic 4', 0.67045), ('Topic 1', 0.25375), ('Topic 7', 0.05166)]"
16, 1:16-cv-02752-KAM-JO,2016-06-30,15.0,"RESPONSE TO ORDER TO SHOW CAUSE by LG Capital Funding, LLC (Attachments: # 1 Exhibit, # 2 Memorandum in Support) (Kehrli, Kevin) (Entered: 06/30/2016)","[('Topic 4', 0.67048), ('Topic 1', 0.25369), ('Topic 7', 0.05169)]"
17, 1:16-cv-02752-KAM-JO,2016-07-07,,"Minute Entry for proceedings held before Judge Kiyo A. Matsumoto: Show Cause Hearing held on 7/7/2016. Appearances: Kevin Kehrli for plaintiff; Philip Schatz for defendant. The court heard argument regarding plaintiff's motion for a preliminary injunction. The parties requested the opportunity to continue settlement discussions and therefore were referred to Magistrate Judge Orenstein for a settlement conference. As set forth on the record, plaintiff's preliminary injunction motion will be held in abeyance pending completion of the settlement conference. The court directed the parties to file a joint letter addressed to Judge Orenstein by 7/11/16 providing their availability for the conference. The parties shall update the court on the status of this action within two days after completing the settlement conference. If the case has not settled, and the parties do not believe that further settlement discussions will be fruitful, the status letter should include a proposed supplemental briefing schedule for the preliminary injunction motion. (Court Reporter: Richard Barry.) (McNulty, John) (Entered: 07/07/2016)","[('Topic 4', 0.67042), ('Topic 1', 0.2538), ('Topic 7', 0.05164)]"
18, 1:16-cv-02752-KAM-JO,2016-07-11,16.0,"Letter to Judge Orenstein Requesting Settlement Conference by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 07/11/2016)","[('Topic 4', 0.67042), ('Topic 1', 0.25357), ('Topic 7', 0.05187)]"
19, 1:16-cv-02752-KAM-JO,2016-07-11,,"SCHEDULING ORDER re 16 Letter filed by LG Capital Funding, LLC -- A settlement conference is scheduled for July 28, 2016 at 3:30 p.m. No later than July 26, 2016, each party must submit an ex parte statement of settlement position by email only (NOT by ECF) to orenstein_chambers@nyed.uscourts.gov. Each statement must include the terms on which the party is willing to settle the case, whether those terms are negotiable, and an explanation of that position. These statements will be treated as confidential, and will not be docketed. Meaningful settlement discussions will occur at this conference; clients or other persons with full settlement authority must be present or immediately available by telephone. The initial conference previously scheduled for August 1, 2016 is rescheduled for August 16, 2016 at 10:00 a.m. Ordered by Magistrate Judge James Orenstein on 7/11/2016. (Howley, Thomas) (Entered: 07/11/2016)","[('Topic 4', 0.67043), ('Topic 1', 0.25362), ('Topic 7', 0.05181)]"
20, 1:16-cv-02752-KAM-JO,2016-07-28,17.0,"Minute Entry for proceedings held before Magistrate Judge James Orenstein:Settlement Conference held on 7/28/2016. SCHEDULING: The initial conference will be held on August 16, 2016, at 10:00 a.m. SUMMARY: The parties discussed settlement but did not reach an agreement and none seems likely at this time. (Orenstein, James) (Entered: 07/28/2016)","[('Topic 4', 0.6705), ('Topic 1', 0.2536), ('Topic 7', 0.05175)]"
21, 1:16-cv-02752-KAM-JO,2016-08-01,18.0,"Proposed Scheduling Order submitted jointly by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 08/01/2016)","[('Topic 4', 0.67047), ('Topic 1', 0.25375), ('Topic 7', 0.05164)]"
22, 1:16-cv-02752-KAM-JO,2016-08-01,19.0,"Letter Submitted Jointly pursuant to the Court's July 7, 2016 Minute Entry by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 08/01/2016)","[('Topic 4', 0.67044), ('Topic 1', 0.25369), ('Topic 7', 0.05173)]"
23, 1:16-cv-02752-KAM-JO,2016-08-01,,"SCHEDULING ORDER: re 19 Letter filed by LG Capital Funding, LLC. By August 18, 2016, the parties shall file a joint letter updating the court on the status of settlement negotiations and, if necessary, propose a supplemental briefing schedule for the preliminary injunction motion. Ordered by Judge Kiyo A. Matsumoto on 8/1/2016. (McNulty, John) (Entered: 08/01/2016)","[('Topic 4', 0.67041), ('Topic 1', 0.25375), ('Topic 7', 0.0517)]"
24, 1:16-cv-02752-KAM-JO,2016-08-12,20.0,"MOTION to Withdraw as Attorney by 5Barz International, Inc.. (Schatz, Philip) (Entered: 08/12/2016)","[('Topic 4', 0.66941), ('Topic 1', 0.24903), ('Topic 9', 0.05742)]"
25, 1:16-cv-02752-KAM-JO,2016-08-12,,"SCHEDULING ORDER: re 20 MOTION to Withdraw as Attorney filed by 5Barz International, Inc. -- A status conference will be held on August 24, 2016 at 10:30 a.m. The defendant's principal or officer must appear in person along with counsel for all parties. If new counsel enters a notice of appearance in advance, I will cancel the conference. Ordered by Magistrate Judge James Orenstein on 8/12/2016. (Howley, Thomas) (Entered: 08/12/2016)","[('Topic 4', 0.6704), ('Topic 1', 0.25375), ('Topic 7', 0.0517)]"
26, 1:16-cv-02752-KAM-JO,2016-08-15,21.0,"MOTION to Adjourn Conference by 5Barz International, Inc.. (Schatz, Philip) (Entered: 08/15/2016)","[('Topic 4', 0.67047), ('Topic 1', 0.25369), ('Topic 7', 0.0517)]"
27, 1:16-cv-02752-KAM-JO,2016-08-15,,"ORDER granting 21 Motion to Adjourn Conference -- The motion is granted. The initial conference previously scheduled for August 16, 2016 is adjourned pending the August 24, 2016 status conference. Ordered by Magistrate Judge James Orenstein on 8/15/2016. (Howley, Thomas) (Entered: 08/15/2016)","[('Topic 4', 0.67045), ('Topic 1', 0.25375), ('Topic 7', 0.05165)]"
28, 1:16-cv-02752-KAM-JO,2016-08-18,22.0,"Letter re: Settlement Discussions, Supplemental Briefing, and Defendant's Motion to Withdraw by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 08/18/2016)","[('Topic 4', 0.6704), ('Topic 1', 0.25376), ('Topic 7', 0.0517)]"
29, 1:16-cv-02752-KAM-JO,2016-08-19,,"ORDER re 22 Letter filed by LG Capital Funding, LLC. The court will address a potential supplement briefing schedule for the preliminary injunction motion after the parties' 8/24/2016 status conference before Judge Orenstein. Ordered by Judge Kiyo A. Matsumoto on 8/19/2016. (McNulty, John) (Entered: 08/19/2016)","[('Topic 4', 0.6705), ('Topic 1', 0.25372), ('Topic 7', 0.05164)]"
30, 1:16-cv-02752-KAM-JO,2016-08-24,23.0,"Minute Entry for proceedings held before Magistrate Judge James Orenstein:Status Conference held on 8/24/2016. SCHEDULING: The initial discovery conference will be held on September 29, 2016, at 10:30 a.m. SUMMARY: On consent, I granted counsel's motion to withdraw. The defendant is seeking new counsel, who must file a notice of appearance no later than September 7, 2016. The parties shall file a joint status report, including a proposed schedule for submitting supplemental briefs on the plaintiff's motion for a preliminary injunction, by September 14, 2016, and shall submit a jointly proposed discovery plan by September 27, 2016. (Orenstein, James) (Entered: 08/24/2016)","[('Topic 4', 0.67039), ('Topic 1', 0.25378), ('Topic 7', 0.05169)]"
31, 1:16-cv-02752-KAM-JO,2016-08-24,,"ORDER granting 20 Motion to Withdraw as Attorney. Attorney Philip R. Schatz and Mary Katherine Sherman terminated. See docket entry 23 . Ordered by Magistrate Judge James Orenstein on 8/24/2016. (Orenstein, James) (Entered: 08/24/2016)","[('Topic 4', 0.67042), ('Topic 1', 0.25374), ('Topic 7', 0.05169)]"
32, 1:16-cv-02752-KAM-JO,2016-09-09,24.0,"NOTICE of Appearance by Sheryl Mintz Goski on behalf of 5Barz International, Inc. (aty to be noticed) (Mintz Goski, Sheryl) (Entered: 09/09/2016)","[('Topic 4', 0.66938), ('Topic 1', 0.24896), ('Topic 9', 0.05752)]"
33, 1:16-cv-02752-KAM-JO,2016-09-14,25.0,"STATUS REPORT and PROPOSED BRIEFING SCHEDULE by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 09/14/2016)","[('Topic 4', 0.67043), ('Topic 1', 0.25381), ('Topic 7', 0.05162)]"
34, 1:16-cv-02752-KAM-JO,2016-09-14,,"ORDER: re 25 Status Report filed by LG Capital Funding, LLC. The parties' proposed supplemental briefing schedule is adopted. Supplemental briefs relating to plaintiff's motion for preliminary relief shall be filed by 9/29/2016. Replies shall be filed by 10/13/2016. Ordered by Judge Kiyo A. Matsumoto on 9/14/2016. (McNulty, John) (Entered: 09/14/2016)","[('Topic 4', 0.67044), ('Topic 1', 0.25379), ('Topic 7', 0.05163)]"
35, 1:16-cv-02752-KAM-JO,2016-09-26,,"SCHEDULING ORDER: Due to a conflict in the Court's calendar the initial conference scheduled for September 29, 2016, at 10:30 a.m. will instead begin at 11:30 a.m. before the undersigned. Ordered by Magistrate Judge James Orenstein on 9/26/2016. (Guy, Alicia) (Entered: 09/26/2016)","[('Topic 4', 0.67045), ('Topic 1', 0.25377), ('Topic 7', 0.05164)]"
36, 1:16-cv-02752-KAM-JO,2016-09-27,26.0,"Proposed Scheduling Order (Joint and Amended) by 5Barz International, Inc. (Mintz Goski, Sheryl) (Entered: 09/27/2016)","[('Topic 4', 0.67046), ('Topic 1', 0.25372), ('Topic 7', 0.05167)]"
37, 1:16-cv-02752-KAM-JO,2016-09-29,27.0,"Minute Entry for proceedings held before Magistrate Judge James Orenstein:Initial Conference Hearing held on 9/29/2016. SCHEDULING: (1) The next settlement conference will be held on October 5, 2016, at 2:00 p.m. (2) A status conference will be held on December 8, 2016, at 9:30 a.m. (3) A pretrial conference will be held on February 16, 2017, at 11:30 a.m. SUMMARY: I will enter a separate case management and scheduling order that reflects the deadlines set forth in the parties' joint discovery plan. The settlement conference scheduled above is tentative: the parties will promptly confer and report whether they believe it should remain on the schedule or be cancelled. (Orenstein, James) (Entered: 09/29/2016)","[('Topic 4', 0.67042), ('Topic 1', 0.25375), ('Topic 7', 0.05169)]"
38, 1:16-cv-02752-KAM-JO,2016-09-29,28.0,"SCHEDULING ORDER: Settlement Conference: October 5, 2016, at 2:00 p.m. Deadline for all Rule 26(a)(1) disclosures: October 14, 2016. First request for production of documents and first request for interrogatories due by: November 4, 2016. Status Conference (with joint status report due two business days in advance): December 8, 2016, at 9:30 a.m. Deadline for joinder of additional parties and amendment of pleadings: December 9, 2016. All discovery, including all expert disclosures under Rule 26(a)(2), if any, to be completed by: January 31, 2017. Pretrial Conference (ex parte statements of settlement position due via email two business days in advance): February 16, 2017, at 11:30 a.m. Dispositive motion process started by: March 2, 2017. Joint pretrial order due by: March 30, 2017. SEE ATTACHED ORDER. Ordered by Magistrate Judge James Orenstein on 9/29/2016. (Orenstein, James) (Entered: 09/29/2016)","[('Topic 4', 0.6704), ('Topic 1', 0.25377), ('Topic 7', 0.05169)]"
39, 1:16-cv-02752-KAM-JO,2016-09-29,29.0,"Letter MOTION to Adjourn Conference by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 09/29/2016)","[('Topic 4', 0.67042), ('Topic 1', 0.2538), ('Topic 7', 0.05164)]"
40, 1:16-cv-02752-KAM-JO,2016-09-29,,"ORDER granting 29 Motion to Adjourn Conference -- The motion is granted; the settlement conference previously scheduled for October 5, 2016 at 2:00 p.m. is rescheduled to October 5, 2016 at 3:00 p.m. Ordered by Magistrate Judge James Orenstein on 9/29/2016. (Howley, Thomas) (Entered: 09/29/2016)","[('Topic 4', 0.67041), ('Topic 1', 0.25376), ('Topic 7', 0.05169)]"
41, 1:16-cv-02752-KAM-JO,2016-09-29,30.0,"MEMORANDUM in Support re 6 Order to Show Cause, Scheduling Order, filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 09/29/2016)","[('Topic 4', 0.67046), ('Topic 1', 0.2537), ('Topic 7', 0.0517)]"
42, 1:16-cv-02752-KAM-JO,2016-09-29,31.0,"DECLARATION re 6 Order to Show Cause, 30 Memorandum in Support by LG Capital Funding, LLC (Attachments: # 1 Exhibit A - 2015 Annual Report, # 2 Exhibit B - 2015 Q1 Quarterly Report, # 3 Exhibit C - 2014 Annual Report, # 4 Exhibit D - 8K Report) (Kehrli, Kevin) (Entered: 09/29/2016)","[('Topic 4', 0.67042), ('Topic 1', 0.25356), ('Topic 7', 0.05187)]"
43, 1:16-cv-02752-KAM-JO,2016-09-29,32.0,"RESPONSE in Opposition re 21 MOTION to Adjourn Conference Supplemental Briefing on OTSC filed by 5Barz International, Inc.. (Attachments: # 1 Exhibit Going Concern Memorandum, # 2 Exhibit Yahoo finance Stock Price) (Mintz Goski, Sheryl) (Entered: 09/29/2016)","[('Topic 4', 0.67041), ('Topic 1', 0.25377), ('Topic 7', 0.05167)]"
44, 1:16-cv-02752-KAM-JO,2016-10-04,33.0,"MOTION to Adjourn Conference scheduled tomorrow 5 October 2016 due to hurricane in Southeast Florida where client resides by 5Barz International, Inc.. (Mintz Goski, Sheryl) (Entered: 10/04/2016)","[('Topic 4', 0.67041), ('Topic 1', 0.2538), ('Topic 7', 0.05165)]"
45, 1:16-cv-02752-KAM-JO,2016-10-05,,"ORDER granting 33 Motion to Adjourn Conference -- The settlement conference previously scheduled for October 5, 2016 is rescheduled for October 27, 2016, at 2:00 p.m. No later than October 25, 2016, each party must submit an ex parte statement of settlement position by email only (NOT by ECF) to orenstein_chambers@nyed.uscourts.gov. Each statement must include the terms on which the party is willing to settle the case, whether those terms are negotiable, and an explanation of that position. These statements will be treated as confidential, and will not be docketed. Meaningful settlement discussions will occur at this conference; clients or other persons with full settlement authority must be present or immediately available by telephone. Ordered by Magistrate Judge James Orenstein on 10/5/2016. (Miao, Tiffany) (Entered: 10/05/2016)","[('Topic 4', 0.67038), ('Topic 1', 0.25377), ('Topic 7', 0.05171)]"
46, 1:16-cv-02752-KAM-JO,2016-10-11,34.0,"ANSWER to 1 Complaint, by 5Barz International, Inc.. (Mintz Goski, Sheryl) (Entered: 10/11/2016)","[('Topic 4', 0.67042), ('Topic 1', 0.25376), ('Topic 7', 0.05168)]"
47, 1:16-cv-02752-KAM-JO,2016-10-13,35.0,"REPLY in Support Reply to Defendant's Supplemental Declaration filed by LG Capital Funding, LLC. (Attachments: # 1 Exhibit A - Notice of Conversion, # 2 Exhibit B - Form Notice of Conversion) (Kehrli, Kevin) (Entered: 10/13/2016)","[('Topic 4', 0.67045), ('Topic 1', 0.2537), ('Topic 7', 0.05171)]"
48, 1:16-cv-02752-KAM-JO,2016-10-13,36.0,"MOTION for Preliminary Injunction Responsive Supplemental Submission by 5Barz International, Inc.. (Mintz Goski, Sheryl) (Entered: 10/13/2016)","[('Topic 4', 0.67045), ('Topic 1', 0.25376), ('Topic 7', 0.05165)]"
49, 1:16-cv-02752-KAM-JO,2016-10-13,,"Motions terminated, docketed incorrectly: 36 MOTION for Preliminary Injunction Responsive Supplemental Submission filed by 5Barz International, Inc., this is a Supplemental Reply Declaration to Pltff's 30 . (Layne, Monique) (Entered: 10/14/2016)","[('Topic 4', 0.67039), ('Topic 1', 0.25378), ('Topic 7', 0.05169)]"
50, 1:16-cv-02752-KAM-JO,2016-10-27,37.0,"Minute Entry for proceedings held before Magistrate Judge James Orenstein:Settlement Conference held on 10/27/2016. SCHEDULING: (1) The next status conference will be held on December 8, 2016, at 9:30 a.m. (2) A pretrial conference will be held on February 16, 2017, at 11:30 a.m. SUMMARY: The parties discussed settlement but did not reach an agreement and none seems likely at this time. (Orenstein, James) (Entered: 10/27/2016)","[('Topic 4', 0.67041), ('Topic 1', 0.25375), ('Topic 7', 0.0517)]"
51, 1:16-cv-02752-KAM-JO,2016-11-02,,"STATUS REPORT ORDER. The parties shall file a joint status letter by November 8, 2016, outlining how the parties intend to proceed given their recent unsuccessful settlement efforts. Ordered by Judge Kiyo A. Matsumoto on 11/2/2016. (Newman, Alanna) (Entered: 11/02/2016)","[('Topic 4', 0.67044), ('Topic 1', 0.25365), ('Topic 7', 0.05177)]"
52, 1:16-cv-02752-KAM-JO,2016-11-08,38.0,"Letter re: Nov. 2 Status Report Order by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 11/08/2016)","[('Topic 4', 0.67042), ('Topic 1', 0.25375), ('Topic 7', 0.0517)]"
53, 1:16-cv-02752-KAM-JO,2016-11-09,,"ORDER re 38 11/8/16 joint status letter. The parties shall continue to adhere to Judge Orenstein's 9/29/16 scheduling order 28 . Once discovery is complete, the parties may seek a pre-motion conference if they would like to proceed with motions. As per the 11/8/16 joint status letter, the court hereby considers all motions for preliminary relief withdrawn. Ordered by Judge Kiyo A. Matsumoto on 11/9/2016. (Newman, Alanna) (Entered: 11/09/2016)","[('Topic 4', 0.6704), ('Topic 1', 0.25378), ('Topic 7', 0.05168)]"
54, 1:16-cv-02752-KAM-JO,2016-12-06,39.0,"STATUS REPORT by LG Capital Funding, LLC (Kehrli, Kevin) (Entered: 12/06/2016)","[('Topic 4', 0.67045), ('Topic 1', 0.25374), ('Topic 7', 0.05167)]"
